Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
11415,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008.0,Misc,D3Publisher,0.0,0.0,0.08,0.0,0.08,no_data,no_data,no_data,no_data
11416,Jikkyou Powerful Pro Yakyuu 15,Wii,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,--,(0),--,"Editeur(s) / Développeur(s) Konami
Sortie France Date de sortie inconnue
Genre(s) Sport
Web Site officiel
Support(s) DVD
Date de sortie (au Japon) 24 juillet 2008"
11417,Cloudy With a Chance of Meatballs,PSP,2009.0,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08,--,(1),15,"Editeur(s) / Développeur(s) Emme
Sortie France 11 oct. 2013
Genre(s) Plate-Forme
Classification +3 ans
Support(s) Cartouche
Langue de la version disponible en France Voix en français Textes en français"
11418,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08,12,(34),16.1,"Editeur(s) / Développeur(s) Ubisoft Montreal Ubisoft
Sortie France 22 sept. 2011
Genre(s) Infiltration
Classification +18 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 2011"
11419,Ultimate Ghosts 'n Goblins,PSP,2006.0,Platform,Capcom,0.07,0.01,0.0,0.01,0.08,15,(39),15.8,"Editeur(s) / Développeur(s) Capcom
Sortie France 15 sept. 2006
Genre(s) Plate-Forme Action
Classification +7 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) UMD
Langue de la version disponible en France Textes en français"
11420,Slayers Royal,PS,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.01,0.08,no_data,no_data,no_data,no_data
11421,Swingerz Golf,GC,2002.0,Sports,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,no_data,no_data,no_data,no_data
11422,Pro Evolution Soccer 2008 (JP sales),DS,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,no_data,no_data,no_data,no_data
11423,Petz Fantasy: Sunshine Magic,DS,2010.0,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.08,no_data,no_data,no_data,no_data
11424,C.O.P.: The Recruit,DS,2009.0,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,16,(58),13.5,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 05 nov. 2009
Genre(s) Course Action
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) Cartouche"
11425,Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013.0,Action,D3Publisher,0.03,0.04,0.0,0.01,0.08,--,(2),16,"Editeur(s) / Développeur(s) D3 Publisher Wayforward Technologies
Sortie France 29 nov. 2013
Genre(s) Action Aventure
Classification +7 ans
Web Site officiel
Support(s) Cartouche DVD Blu-Ray iDensity
Date de sortie (aux Etats-Unis) 4ème trimestre 2013
Langue de la version disponible en France Voix en anglais Textes en anglais"
11426,Toukiden 2,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,16,(3),12,
11427,The King of Fighters 2006,PS2,2006.0,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,--,(1),15,"Editeur(s) / Développeur(s) SNK
Sortie France juin 2006
Genre(s) Combat
Classification +3 ans
Web Site officiel
Support(s) DVD"
11428,Tornado Outbreak,X360,2009.0,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,--,(1),18,"Editeur(s) / Développeur(s) Loose Cannon Studios Konami
Sortie France 12 nov. 2009
Genre(s) Action
Classification +7 ans
Web Site officiel
Support(s) Blu-Ray DVD
Date de sortie (aux Etats-Unis) 2009
Date de sortie (au Japon) 2009
Langue de la version disponible en France Textes en français"
11429,Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,2013.0,Misc,Takara Tomy,0.0,0.0,0.08,0.0,0.08,no_data,no_data,no_data,no_data
11430,Nobunaga's Ambition: Rise to Power,PS2,2004.0,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,--,(0),--,"Editeur(s) / Développeur(s) Koei
Sortie France Date de sortie inconnue
Genre(s) Wargame Stratégie
Classification +12 ans
Nombre maximum de joueurs -
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 05 février 2008
Date de sortie (au Japon) 01 avril 2004
Langue de la version disponible en France Voix en japonais Textes en japonais"
11431,FIFA Soccer 2003,GC,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,no_data,no_data,no_data,no_data
11432,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014.0,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,no_data,no_data,no_data,no_data
11433,Little League World Series Baseball: Double Play,DS,2010.0,Sports,Activision,0.08,0.0,0.0,0.01,0.08,--,no_data,no_data,"Editeur(s) / Développeur(s) Activision
Sortie France 13 juil. 2010
Genre(s) Autres
Support(s) Cartouche"
11434,DanceDanceRevolution,X360,2011.0,Simulation,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08,--,no_data,no_data,"Editeur(s) / Développeur(s) Konami
Sortie France 14 févr. 2013
Genre(s) Rythme
Support(s) App Store"
11435,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010.0,Misc,Deep Silver,0.0,0.07,0.0,0.01,0.08,no_data,no_data,no_data,no_data
11436,Pop'n Music,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,--,(0),--,"Editeur(s) / Développeur(s) Konami
Sortie France Date de sortie inconnue
Genre(s) Rythme
Nombre maximum de joueurs 2-4 joueurs
Support(s) DVD
Date de sortie (au Japon) 06 août 2009"
11437,Outlaw Golf,GC,2002.0,Sports,TDK Mediactive,0.06,0.02,0.0,0.0,0.08,14,(2),17,"Editeur(s) / Développeur(s) Hypnotix TDK Mediactive
Sortie France 04 févr. 2003
Genre(s) Sport
Classification +12 ans
Support(s) CD Nintendo Game Disc DVD
Langue de la version disponible en France Voix en français Textes en français Voix en anglais"
11438,Worms: A Space Oddity,Wii,2008.0,Strategy,THQ,0.06,0.02,0.0,0.01,0.08,15,(35),12.2,"Editeur(s) / Développeur(s) THQ Team 17
Sortie France 28 mars 2008
Genre(s) Stratégie Action
Classification +7 ans
Nombre maximum de joueurs 2-4 joueurs en local uniquement
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 17 mars 2008"
11439,Steins;Gate: Hiyoku Renri no Darling,X360,2011.0,Adventure,5pb,0.0,0.0,0.08,0.0,0.08,--,(0),--,"Editeur(s) / Développeur(s) 5pb
Sortie France Date de sortie inconnue
Genre(s) Aventure
Support(s) UMD DVD"
11440,Diego's Build & Rescue,DS,2010.0,Action,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,no_data,no_data,no_data,no_data
11441,King's Field (Japan),PS,1994.0,Role-Playing,From Software,0.0,0.0,0.08,0.01,0.08,no_data,no_data,no_data,no_data
11442,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995.0,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01,0.08,no_data,no_data,no_data,no_data
11443,Far Cry Vengeance,Wii,2006.0,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,6,(63),7.1,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 08 janv. 2007
Genre(s) FPS
Classification +12 ans
Nombre maximum de joueurs 2 joueurs
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français"
11444,Looney Tunes: Acme Arsenal,X360,2007.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,4,(14),8,"Editeur(s) / Développeur(s) Red Tribe Warner Interactive
Sortie France 30 nov. 2007
Genre(s) Action Aventure
Classification +7 ans
Mode(s) Multi sur le même écran Multi en coopératif
Support(s) DVD"
11445,Samurai Shodown Sen,X360,2009.0,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,0.08,7,(9),7.2,"Editeur(s) / Développeur(s) SNK Playmore Xseed Games
Sortie France 16 avr. 2010
Genre(s) Combat
Classification +18 ans
Nombre maximum de joueurs 2 joueurs
Support(s) DVD"
11446,Bangai-O Spirits,DS,2008.0,Shooter,D3Publisher,0.07,0.0,0.0,0.01,0.08,17,(27),16.5,"Editeur(s) / Développeur(s) D3 Publisher Treasure
Sortie France 26 sept. 2008
Genre(s) Shoot'em Up
Classification +7 ans
Nombre maximum de joueurs jusqu'à quatre joueurs en multi-cartes
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 2ème trimestre 2008
Date de sortie (au Japon) 19 mars 2008
Langue de la version disponible en France Voix en anglais Textes en anglais"
11447,NASCAR The Game: Inside Line,PS3,2012.0,Racing,Activision,0.07,0.0,0.0,0.01,0.08,--,(13),14.9,"Editeur(s) / Développeur(s) Activision Eutechnyx
Sortie France 01 mai 2013
Genre(s) Course Sport
Support(s) PlayStation Store
Date de sortie (aux Etats-Unis) 4ème trimestre 2012"
11448,ToraDora Portable!,PSP,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,17,(2),17.5,"Editeur(s) / Développeur(s) Bandai Namco Guyzware
Sortie France Date de sortie inconnue
Genre(s) Autres Visual Novel
Web Site officiel
Support(s) UMD
Date de sortie (au Japon) 30 avril 2009"
11449,The Italian Job,XB,2003.0,Racing,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,12,(15),12.5,"Editeur(s) / Développeur(s) Pixelogic SCi
Sortie France 05 oct. 2001
Genre(s) Course
Classification +3 ans
Mode(s) Jouable en solo
Support(s) CD
Langue de la version disponible en France Voix en français Textes en français Textes en anglais"
11450,Smuggler's Run: Warzones,GC,2002.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08,14,(3),18.3,"Editeur(s) / Développeur(s) Angel Studios Take-Two Interactive
Sortie France 18 oct. 2002
Genre(s) Course Action
Classification +12 ans
Nombre maximum de joueurs 2 à 4 joueurs
Support(s) Nintendo Game Disc
Langue de la version disponible en France Textes en français Voix en anglais"
11451,Kaidan Restaurant: Ura Menu 100-Sen,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data,no_data,no_data,no_data
11452,R/C Stunt Copter,PS,1998.0,Simulation,Interplay,0.04,0.03,0.0,0.01,0.08,16,(10),15.4,"Editeur(s) / Développeur(s) Shiny Entertainment Virgin Interactive
Sortie France 01 oct. 1999
Genre(s) Simulation
Classification +3 ans
Nombre maximum de joueurs 2 joueurs
Support(s) CD
Langue de la version disponible en France Voix en français Textes en français"
11453,Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data,no_data,no_data,no_data
11454,Pac-Man and the Ghostly Adventures 2,3DS,2014.0,Adventure,Namco Bandai Games,0.03,0.05,0.0,0.01,0.08,no_data,no_data,no_data,no_data
11455,Final Fantasy VI,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.08,0.01,0.08,19,(123),18.1,"Editeur(s) / Développeur(s) Square Enix Squaresoft Sony
Sortie France 27 févr. 2002
Genre(s) RPG
Thème(s) Heroic Fantasy Steampunk
Classification +3 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) CD Google Play Cartouche Online App Store PlayStation Store Console Virtuelle
Date de sortie (aux Etats-Unis) 30 septembre 1999
Date de sortie (au Japon) 11 mars 1999
Langue de la version disponible en France Textes en français Textes en anglais"
11456,Horrid Henry's Horrid Adventure,DS,2010.0,Adventure,Asylum Entertainment,0.0,0.07,0.0,0.01,0.08,no_data,no_data,no_data,no_data
11457,The Hidden,3DS,,Adventure,Unknown,0.08,0.0,0.0,0.0,0.08,--,(1),15,"Editeur(s) / Développeur(s) Majesco
Sortie France 13 mars 2013
Genre(s) Action Aventure
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 04 octobre 2011"
11458,Jikkyou Powerful Major League 2009,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,no_data,no_data,no_data,no_data
11459,Princess in Love,DS,2009.0,Simulation,DTP Entertainment,0.07,0.0,0.0,0.01,0.08,no_data,no_data,no_data,no_data
11460,The Legend of Alon D'ar,PS2,2001.0,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08,--,(0),--,"Editeur(s) / Développeur(s) Stormfront Studios Ubisoft
Sortie France Date de sortie inconnue
Genre(s) RPG Aventure Action
Support(s) CD
Date de sortie (aux Etats-Unis) 05 décembre 2001"
11461,Space Channel 5 Special Edition,PS2,2003.0,Misc,Agetec,0.04,0.03,0.0,0.01,0.08,no_data,no_data,no_data,no_data
11462,Cate West: The Vanishing Files,Wii,2009.0,Adventure,Oxygen Interactive,0.07,0.0,0.0,0.01,0.08,--,(3),14,"Editeur(s) / Développeur(s) O-Games Destineer Studios
Sortie France 05 mars 2010
Genre(s) Aventure
Classification +7 ans
Nombre maximum de joueurs 2 joueurs
Support(s) DVD
Date de sortie (aux Etats-Unis) 24 mars 2009
Langue de la version disponible en France Voix en français Textes en français"
11463,Jimmie Johnson's Anything With an Engine,Wii,2011.0,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,--,(0),--,"Editeur(s) / Développeur(s) Isopod Labs
Sortie France Date de sortie inconnue
Genre(s) Course
Support(s) DVD
Date de sortie (aux Etats-Unis) 22 novembre 2011"
11464,Black/Matrix,SAT,1998.0,Strategy,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,--,(0),--,"Editeur(s) / Développeur(s) Nec Interchannel
Sortie France Date de sortie inconnue
Genre(s) Tactique RPG
Mode(s) Jouable en solo
Nombre maximum de joueurs Uniquement en solo
Support(s) CD
Date de sortie (au Japon) 26 août 1998"
11465,Big Mutha Truckers,GC,2003.0,Racing,Empire Interactive,0.06,0.02,0.0,0.0,0.08,14,(3),16.3,"Editeur(s) / Développeur(s) Zoo Digital Empire Interactive
Sortie France 24 janv. 2003
Genre(s) Gestion Course
Classification +3 ans
Mode(s) Jouable en solo
Web Site officiel
Support(s) DVD Nintendo Game Disc Cartouche CD
Langue de la version disponible en France Textes en français Voix en anglais"
