Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
4154,Dark Sector,PS3,2008.0,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,15,(77),14.5,"Editeur(s) / Développeur(s) D3 Publisher Digital Extremes
Sortie France 11 avr. 2008
Genre(s) Action
Classification +18 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs 2-10 joueurs online
Web Site officiel
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 25 mars 2008
Date de sortie (au Japon) 27 mars 2008"
4155,Unreal Tournament III,X360,2008.0,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47,16,(84),16.8,"Editeur(s) / Développeur(s) Midway Epic Games
Sortie France 23 nov. 2007
Genre(s) FPS
Classification +16 ans
Mode(s) Multi en local Multi en ligne
Web Site officiel
Support(s) Blu-Ray DVD
Date de sortie (aux Etats-Unis) 19 novembre 2007
Langue de la version disponible en France Voix en français Textes en français"
4156,X-Men: Next Dimension,PS2,2002.0,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,10,(24),14.8,"Editeur(s) / Développeur(s) Paradox Development Activision
Sortie France 22 nov. 2002
Genre(s) Combat
Classification +12 ans
Nombre maximum de joueurs 2 joueurs
Web Site officiel
Support(s) CD
Langue de la version disponible en France Voix en anglais Textes en anglais"
4157,Street Fighter X Tekken,X360,2012.0,Fighting,Capcom,0.31,0.1,0.03,0.03,0.47,17,(32),16.1,"Editeur(s) / Développeur(s) Bandai Namco Capcom
Sortie France 09 mars 2012
Genre(s) Combat
Classification +12 ans
Mode(s) Multi en ligne
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) New Game Media Blu-Ray DVD App Store
Date de sortie (aux Etats-Unis) 06 mars 2012
Langue de la version disponible en France Textes en français Voix en anglais Voix en japonais"
4158,The Godfather (JP sales),PS2,2006.0,Action,Electronic Arts,0.39,0.02,0.0,0.06,0.47,no_data,no_data,no_data,no_data
4159,MySims Racing,Wii,2009.0,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,--,(8),11,"Editeur(s) / Développeur(s) Electronic Arts
Sortie France 18 juin 2009
Genre(s) Course
Classification +3 ans
Nombre maximum de joueurs 4 joueurs
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 09 juin 2009"
4160,Hamsterz Life,DS,2006.0,Action,Ubisoft,0.43,0.01,0.0,0.04,0.47,10,(15),11.5,"Editeur(s) / Développeur(s) Interchannel Inc. Ubisoft
Sortie France 15 nov. 2007
Genre(s) Gestion
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) Cartouche"
4161,Dragon Age Origins: Awakening,X360,2010.0,Role-Playing,Electronic Arts,0.33,0.1,0.0,0.04,0.47,14,(22),15.8,"Editeur(s) / Développeur(s) BioWare Electronic Arts
Sortie France 18 mars 2010
Genre(s) RPG
Thème(s) Heroic Fantasy
Classification +18 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) PlayStation Store DVD
Langue de la version disponible en France Voix en français Textes en français"
4162,Super Puyo Puyo 2,SNES,1995.0,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47,no_data,no_data,no_data,no_data
4163,Gauntlet Legends,PS,2000.0,Action,Midway Games,0.26,0.18,0.0,0.03,0.47,12,(7),17.4,"Editeur(s) / Développeur(s) Atari Midway Infogrames
Sortie France 21 juil. 2000
Genre(s) Action Beat'em All RPG
Classification +3 ans
Support(s) CD GDROM Cartouche
Date de sortie (aux Etats-Unis) 30 mai 2000
Langue de la version disponible en France Voix en français Textes en français"
4164,Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47,18,(171),17.9,"Editeur(s) / Développeur(s) Konami
Sortie France 29 sept. 2005
Genre(s) Plate-Forme Action
Classification +3 ans
Nombre maximum de joueurs Mode Combat uniquement
Web Site officiel
Support(s) Cartouche"
4165,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,Namco Bandai Games,0.15,0.16,0.09,0.08,0.47,14,(125),13.9,"Editeur(s) / Développeur(s) Bandai Namco CyberConnect2
Sortie France 12 sept. 2014
Genre(s) Combat
Classification +12 ans
Mode(s) Jouable en solo Multi en local Multi en ligne
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray
Langue de la version disponible en France Voix en français Textes en français"
4166,Deadpool,PS3,2013.0,Action,Activision,0.23,0.17,0.0,0.08,0.47,--,(58),16.5,"Editeur(s) / Développeur(s) Activision High Moon Studios
Sortie France 28 juin 2013
Genre(s) Action
Classification +18 ans
Web Site officiel
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 25 juin 2013"
4167,WipEout,PS,1995.0,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47,15,(2),19.5,"Editeur(s) / Développeur(s) Soft Bank Psygnosis Sony
Sortie France 29 sept. 1995
Genre(s) Course
Support(s) PlayStation Store CD
Date de sortie (aux Etats-Unis) 1995
Date de sortie (au Japon) 1996"
4168,ICO,PS2,2001.0,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47,17,(230),17.3,"Editeur(s) / Développeur(s) Sony
Sortie France 20 mars 2002
Genre(s) Aventure Action
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) CD
Langue de la version disponible en France Textes en français"
4169,Silent Hill: Downpour,PS3,2012.0,Action,Konami Digital Entertainment,0.21,0.16,0.04,0.06,0.47,14,(159),15.7,"Editeur(s) / Développeur(s) Vatra Konami
Sortie France 29 mars 2012
Genre(s) Survival-Horror
Classification +18 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 13 mars 2012
Langue de la version disponible en France Textes en français Voix en anglais"
4170,2014 FIFA World Cup Brazil,X360,2014.0,Sports,Electronic Arts,0.14,0.28,0.0,0.04,0.47,no_data,no_data,no_data,no_data
