Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
15564,Lovely x Cation 1 & 2,PSV,2015.0,Action,5pb,0.0,0.0,0.02,0.0,0.02,no_data,no_data,no_data,no_data
15565,Barbie as the Princess and the Pauper,GBA,2004.0,Adventure,Vivendi Games,0.01,0.0,0.0,0.0,0.02,12,(7),13.9,"Editeur(s) / Développeur(s) Wayforward Technologies Vivendi Universal Games
Sortie France 24 août 2004
Genre(s) Plate-Forme
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) Cartouche
Langue de la version disponible en France Voix en français Textes en français"
15566,Blood Bowl: Legendary Edition,PC,2010.0,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,17,(4),9.3,"Editeur(s) / Développeur(s) Cyanide Studio Focus Home Interactive
Sortie France 05 sept. 2017
Genre(s) Sport Stratégie
Thème(s) Football américain
Modèle(s) économique(s) Payant à l'acquisition"
15567,Tantei Opera: Milky Holmes,PSP,2010.0,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,--,(0),--,"Editeur(s) / Développeur(s) Artdink
Sortie France Date de sortie inconnue
Genre(s) Autres Simulation
Support(s) UMD
Date de sortie (au Japon) 23 août 2012"
15568,Pirates of the Burning Sea,PC,2008.0,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02,13,(24),15.5,"Editeur(s) / Développeur(s) Daybreak Game Company Flying Lab Software
Sortie France 22 janv. 2008
Genre(s) RPG MMO
Classification +12 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs jeu jouable uniquement sur internet
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 22 janvier 2008
Configuration minimale Win XP/Vista, PIV 1,5 GHz, 1 Go de RAM, carte 3D 128 Mo, 6 Go d'espace libre sur le disque dur, connexion internet 512 K"
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,no_data,no_data,no_data,no_data
15570,Mary King's Riding School 2,Wii,2009.0,Simulation,Midas Interactive Entertainment,0.0,0.02,0.0,0.0,0.02,no_data,no_data,no_data,no_data
15571,Micro Machines V4,PSP,2006.0,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02,14,(12),14.7,"Editeur(s) / Développeur(s) Codemasters Supersonic Software
Sortie France 29 juin 2006
Genre(s) Course
Classification +3 ans
Nombre maximum de joueurs 1 à 4 joueurs
Support(s) UMD"
15572,Entaku no Seito: The Eternal Legend,PSP,2012.0,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,no_data,no_data,no_data,no_data
15573,New Atelier Rorona: Hajimari no Monogatari,3DS,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,--,no_data,no_data,"Editeur(s) / Développeur(s) Tecmo Koei Gust Co. Ltd
Sortie France 26 mars 2015
Genre(s) RPG
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) Cartouche
Date de sortie (au Japon) novembre 2013
Langue de la version disponible en France Voix en anglais Textes en anglais"
