Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
1040,Madden NFL 2005,XB,2004.0,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,17,(9),18.7,"Editeur(s) / Développeur(s) Exient EA Tiburon Electronic Arts
Sortie France 16 sept. 2004
Genre(s) Sport
Classification +3 ans
Mode(s) Multi en ligne
Web Site officiel
Support(s) Cartouche DVD Nintendo Game Disc
Date de sortie (aux Etats-Unis) 09 août 2004
Langue de la version disponible en France Textes en français Voix en anglais Textes en anglais"
1041,Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,17,(105),17.8,"Editeur(s) / Développeur(s) Tri-Ace Square Enix
Sortie France 30 sept. 2004
Genre(s) RPG
Classification +12 ans
Mode(s) Multi en compétitif
Nombre maximum de joueurs mode versus 2 joueurs
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 31 août 2004
Date de sortie (au Japon) 22 février 2004"
1042,The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,Electronic Arts,0.59,0.87,0.0,0.25,1.71,no_data,no_data,no_data,no_data
1043,Game Party 3,Wii,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0.0,0.12,1.71,--,(6),8.5,"Editeur(s) / Développeur(s) FarSight Studios Warner Interactive
Sortie France 03 déc. 2009
Genre(s) Party-Game
Classification +3 ans
Nombre maximum de joueurs 2 à 4 joueurs
Support(s) DVD
Langue de la version disponible en France Textes en français"
1044,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,Activision,0.99,0.64,0.0,0.08,1.71,no_data,no_data,no_data,no_data
1045,Deal or No Deal,DS,2007.0,Misc,Mindscape,1.15,0.41,0.0,0.15,1.71,no_data,no_data,no_data,no_data
1046,Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,no_data,no_data,no_data,no_data
1047,Need for Speed Underground,XB,2003.0,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,14,(100),17.2,"Editeur(s) / Développeur(s) EA Sports BIG Electronic Arts
Sortie France 21 nov. 2003
Genre(s) Course
Classification +3 ans
Mode(s) Multi sur le même écran Multi en ligne
Web Site officiel
Support(s) DVD Nintendo Game Disc Cartouche CD
Date de sortie (aux Etats-Unis) 17 novembre 2003
Langue de la version disponible en France Voix en français Textes en français"
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006.0,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71,no_data,no_data,no_data,no_data
1049,Tetris Worlds,GBA,2001.0,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71,15,(12),15.3,"Editeur(s) / Développeur(s) Blue Planet Software THQ
Sortie France 30 nov. 2001
Genre(s) Puzzle-Game
Classification +3 ans
Nombre maximum de joueurs 2 joueurs
Support(s) Cartouche"
1050,Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,Activision Value,1.58,0.0,0.0,0.12,1.7,14,(3),17,"Editeur(s) / Développeur(s) Cauldron Activision
Sortie France 29 oct. 2010
Genre(s) Simulation FPS
Classification +16 ans
Nombre maximum de joueurs 2 joueurs
Support(s) DVD
Date de sortie (aux Etats-Unis) 29 septembre 2009"
1051,The Crew,PS4,2014.0,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7,14,(188),13,"Editeur(s) / Développeur(s) Ivory Tower Ubisoft
Sortie France 02 déc. 2014
Genre(s) Course
Thème(s) Automobile
Classification +12 ans
Mode(s) Jouable en solo Multi en ligne
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) PlayStation Store Blu-Ray
Langue de la version disponible en France Voix en français Textes en français"
1052,FIFA Soccer 10,PS2,2009.0,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7,no_data,no_data,no_data,no_data
1053,We Ski,Wii,2008.0,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7,14,(34),16.5,"Editeur(s) / Développeur(s) Bandai Namco
Sortie France 27 févr. 2009
Genre(s) Sport
Classification +3 ans
Nombre maximum de joueurs 2 à 4 joueurs
Support(s) DVD
Date de sortie (au Japon) 13 novembre 2008
Langue de la version disponible en France Textes en français"
1054,Personal Trainer: Math,DS,2007.0,Puzzle,Nintendo,0.49,1.12,0.0,0.09,1.7,no_data,no_data,no_data,no_data
