Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
8304,RoadKill,PS2,2003.0,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,--,no_data,no_data,"Editeur(s) / Développeur(s) Nobilis Midway
Sortie France 26 mars 2004
Genre(s) Course Action
Classification +18 ans
Support(s) CD
Date de sortie (aux Etats-Unis) 14 octobre 2003"
8305,Hanjuku Eiyuu Tai 3D,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,no_data,no_data,no_data,no_data
8306,.hack//G.U. Vol.3//Redemption,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,--,(1),20,"Editeur(s) / Développeur(s) Bandai CyberConnect2
Sortie France Date de sortie inconnue
Genre(s) RPG
Classification +12 ans
Nombre maximum de joueurs -
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 10 septembre 2007
Date de sortie (au Japon) 18 janvier 2007"
8307,Chuck E. Cheese's Party Games,Wii,2010.0,Misc,UFO Interactive,0.16,0.0,0.0,0.01,0.17,no_data,no_data,no_data,no_data
8308,Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000.0,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,no_data,no_data,no_data,no_data
8309,Looney Tunes: Back in Action,GC,2003.0,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17,11,(16),16.5,"Editeur(s) / Développeur(s) Warthog Electronic Arts
Sortie France 11 déc. 2003
Genre(s) Action Plate-Forme Aventure
Classification +3 ans
Mode(s) Jouable en solo
Support(s) CD Nintendo Game Disc Cartouche
Langue de la version disponible en France Voix en français Textes en français"
8310,Tak: The Great Juju Challenge,GBA,2005.0,Platform,THQ,0.12,0.05,0.0,0.0,0.17,9,no_data,no_data,"Editeur(s) / Développeur(s) THQ
Sortie France mars 2006
Genre(s) Plate-Forme
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) Cartouche
Langue de la version disponible en France Voix en français Textes en français"
8311,Macross Ultimate Frontier,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,--,(0),--,"Editeur(s) / Développeur(s) Artdink Bandai Namco
Sortie France Date de sortie inconnue
Genre(s) Shoot'em Up
Nombre maximum de joueurs 2-4 joueurs
Web Site officiel
Support(s) UMD
Date de sortie (au Japon) 01 octobre 2009"
8312,Cabela's Legendary Adventures,PSP,2008.0,Sports,Activision,0.16,0.0,0.0,0.01,0.17,--,(1),15,"Editeur(s) / Développeur(s) Activision
Sortie France Date de sortie inconnue
Genre(s) Action
Support(s) UMD
Date de sortie (aux Etats-Unis) 17 septembre 2008"
8313,Jillian Michaels Fitness Ultimatum 2011,Wii,2010.0,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17,no_data,no_data,no_data,no_data
8314,Pursuit Force: Extreme Justice,PSP,2007.0,Action,Sony Computer Entertainment,0.07,0.07,0.0,0.03,0.17,14,(78),16.4,"Editeur(s) / Développeur(s) Bigbig Studios Sony
Sortie France 21 janv. 2008
Genre(s) Course Action
Classification +12 ans
Nombre maximum de joueurs Jusqu'à 4 joueurs
Web Site officiel
Support(s) UMD
Date de sortie (aux Etats-Unis) 2ème trimestre 2007
Langue de la version disponible en France Voix en français Textes en français"
8315,Backbreaker,PS3,,Sports,Unknown,0.16,0.0,0.0,0.01,0.17,15,(9),16.4,"Editeur(s) / Développeur(s) NaturalMotion 505 Games
Sortie France 28 mai 2010
Genre(s) Sport
Classification +3 ans
Nombre maximum de joueurs 2 joueurs
Web Site officiel
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 01 juin 2010
Langue de la version disponible en France Voix en anglais Textes en anglais"
8316,Hunter: The Reckoning Redeemer,XB,2003.0,Action,Interplay,0.13,0.04,0.0,0.01,0.17,13,(6),15.2,"Editeur(s) / Développeur(s) High Voltage Interplay
Sortie France 21 nov. 2003
Genre(s) Action
Classification +12 ans
Nombre maximum de joueurs 2 à 4 joueurs
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français"
8317,The Rise of the Argonauts,X360,2008.0,Role-Playing,Codemasters,0.03,0.12,0.0,0.01,0.17,14,(67),14.8,"Editeur(s) / Développeur(s) Liquid Entertainment Codemasters
Sortie France 12 déc. 2008
Genre(s) Action Aventure
Classification +18 ans
Mode(s) Jouable en solo
Web Site officiel
Support(s) Blu-Ray DVD
Date de sortie (aux Etats-Unis) 16 décembre 2009
Langue de la version disponible en France Voix en français Textes en français"
8318,NHL 07,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,16,(26),17.5,"Editeur(s) / Développeur(s) Electronic Arts EA Canada
Sortie France 19 oct. 2006
Genre(s) Sport
Classification +16 ans
Nombre maximum de joueurs jusqu'à 2 joueurs
Web Site officiel
Support(s) UMD
Date de sortie (aux Etats-Unis) 12 septembre 2006"
8319,Pro Evolution Soccer 2014,PSP,2013.0,Action,Konami Digital Entertainment,0.0,0.03,0.14,0.0,0.17,--,(8),10.6,"Editeur(s) / Développeur(s) Konami
Sortie France sept. 2013
Genre(s) Sport
Thème(s) Football
Classification +3 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) UMD"
