Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
3116,Fire Emblem: Shadow Dragon,DS,2008.0,Role-Playing,Nintendo,0.31,0.03,0.27,0.03,0.65,15,(4),18.8,"Editeur(s) / Développeur(s) Intelligent Systems Nintendo
Sortie France 04 déc. 2020
Genre(s) Tactique RPG
Mode(s) Jouable en solo
Support(s) Cartouche Console Virtuelle eShop
Langue de la version disponible en France Voix en anglais Textes en anglais Voix en japonais Textes en japonais"
3117,Centipede,PS,1998.0,Shooter,Atari,0.36,0.25,0.0,0.04,0.65,--,(1),20,"Editeur(s) / Développeur(s) Leaping Lizard Games Atari Hasbro Interactive
Sortie France 1983
Genre(s) Action Shoot'em Up
Classification +3 ans
Support(s) GDROM CD Disquette PlayStation Store Game Room
Langue de la version disponible en France Textes en anglais"
3118,Drakengard,PS2,2003.0,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,16,(80),16.7,"Editeur(s) / Développeur(s) Square Enix
Sortie France 21 mai 2004
Genre(s) Action RPG
Classification +16 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) DVD
Date de sortie (aux Etats-Unis) 02 mars 2004
Date de sortie (au Japon) 11 septembre 2003
Langue de la version disponible en France Textes en français Voix en anglais"
3119,SingStar Pop Hits,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,0.5,0.0,0.15,0.65,13,(13),14.2,"Editeur(s) / Développeur(s) Sony
Sortie France 13 juin 2007
Genre(s) Autres
Classification +12 ans
Nombre maximum de joueurs 2 à 8 joueurs
Support(s) DVD"
3120,Kung-Fu Master,2600,1987.0,Action,Activision,0.6,0.04,0.0,0.01,0.65,--,(1),16,"Editeur(s) / Développeur(s) Data East Corporation US Gold Irem
Sortie France 1985
Genre(s) Beat'em All
Mode(s) Jouable en solo
Support(s) Cassette Cartouche Disquette"
3121,Champions: Return to Arms,PS2,2005.0,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,17,(70),17.8,"Editeur(s) / Développeur(s) Snowblind Studios Ubisoft
Sortie France 17 mars 2005
Genre(s) RPG Action
Classification +12 ans
Nombre maximum de joueurs 2 à 4 joueurs
Web Site officiel
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français
Configuration conseillée online ou multitap"
3122,Harry Potter and the Goblet of Fire,PS2,2005.0,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,13,(125),11.4,"Editeur(s) / Développeur(s) Electronic Arts
Sortie France 10 nov. 2005
Genre(s) Action
Classification +7 ans
Nombre maximum de joueurs 1 à 3 joueurs
Web Site officiel
Support(s) DVD"
3123,SingStar R&B,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.6,0.65,no_data,no_data,no_data,no_data
3124,Mary-Kate and Ashley: Magical Mystery Mall,PS,2000.0,Adventure,Acclaim Entertainment,0.36,0.24,0.0,0.04,0.65,--,no_data,no_data,"Editeur(s) / Développeur(s) Dualstar Interactive n-Space Acclaim
Sortie France 09 mars 2001
Genre(s) Party-Game Action
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) CD
Date de sortie (aux Etats-Unis) 25 octobre 2000"
3125,MX vs. ATV Untamed,PSP,2007.0,Racing,THQ,0.35,0.18,0.0,0.12,0.65,12,(17),12.5,"Editeur(s) / Développeur(s) THQ Rainbow Studios
Sortie France 07 mars 2008
Genre(s) Course
Classification +3 ans
Nombre maximum de joueurs Oui
Web Site officiel
Support(s) UMD
Date de sortie (aux Etats-Unis) 19 décembre 2007"
3126,Disney Sing It: Party Hits,Wii,2010.0,Misc,Disney Interactive Studios,0.5,0.11,0.0,0.05,0.65,12,(1),20,
3127,Dead or Alive 5,PS3,2012.0,Fighting,Tecmo Koei,0.23,0.15,0.2,0.07,0.65,17,(101),16.6,"Editeur(s) / Développeur(s) Tecmo
Sortie France 27 sept. 2012
Genre(s) Combat
Classification +16 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs 4 joueurs en local ou en ligne
Web Site officiel
Support(s) Blu-Ray
Date de sortie (au Japon) 27 septembre 2012
Langue de la version disponible en France Textes en français Voix en anglais"
