Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
9341,Castlevania Chronicles,PS,2001.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,10,(15),13.3,"Editeur(s) / Développeur(s) Konami
Sortie France 09 nov. 2001
Genre(s) Action Autres Plate-Forme
Mode(s) Jouable en solo
Support(s) CD PlayStation Store"
9342,Suzumiya Haruhi no Tomadoi,PS2,2008.0,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13,no_data,no_data,no_data,no_data
9343,MLB Power Pros 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.01,0.13,--,(1),15,"Editeur(s) / Développeur(s) Konami 2K Sports
Sortie France Date de sortie inconnue
Genre(s) Sport
Classification +3 ans
Nombre maximum de joueurs Oui
Support(s) DVD
Date de sortie (aux Etats-Unis) juillet 2008"
9344,NHL 2K8,X360,2007.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,16,(4),18,"Editeur(s) / Développeur(s) Kush Games 2K Sports 2K Games
Sortie France 31 oct. 2007
Genre(s) Sport
Classification +16 ans
Mode(s) Multi en ligne
Web Site officiel
Support(s) Blu-Ray DVD
Date de sortie (aux Etats-Unis) 11 septembre 2007
Langue de la version disponible en France Textes en français Voix en anglais"
9345,Dokapon Kingdom,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,12,(9),15,"Editeur(s) / Développeur(s) Sting Atlus
Sortie France 26 mars 2010
Genre(s) Party-Game RPG
Classification +12 ans
Nombre maximum de joueurs 2 à 4 joueurs
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 14 octobre 2008
Langue de la version disponible en France Textes en français Voix en anglais"
9346,Bratz,GBA,2002.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13,--,no_data,no_data,"Editeur(s) / Développeur(s) Ubisoft DC Studios
Sortie France 09 mai 2003
Genre(s) Rythme
Classification +3 ans
Support(s) Cartouche"
9347,Go Play: Circus Star,Wii,2009.0,Action,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13,--,no_data,no_data,"Editeur(s) / Développeur(s) Majesco N-Fusion Interactive
Sortie France juin 2009
Genre(s) Party-Game
Support(s) DVD"
9348,King Arthur,PS2,2004.0,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,10,(10),14.7,"Editeur(s) / Développeur(s) Krome Studios Konami
Sortie France 04 févr. 2005
Genre(s) Beat'em All
Classification +12 ans
Nombre maximum de joueurs 2 Joueurs
Support(s) CD
Langue de la version disponible en France Textes en français Voix en anglais"
9349,Winter Stars,Wii,2011.0,Sports,Deep Silver,0.06,0.07,0.0,0.01,0.13,10,(2),9.5,"Editeur(s) / Développeur(s) 49 Games Deep Silver
Sortie France 24 nov. 2011
Genre(s) Sport
Classification +3 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs 2-4 joueurs en local ou en ligne
Support(s) DVD
Langue de la version disponible en France Textes en français Voix en anglais"
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005.0,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13,no_data,no_data,no_data,no_data
9351,The Guy Game,PS2,2004.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,--,no_data,no_data,"Editeur(s) / Développeur(s) Take-Two Interactive Top Heavy Studios
Sortie France août 2004
Genre(s) Réflexion
Support(s) DVD"
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006.0,Action,Banpresto,0.0,0.0,0.13,0.0,0.13,--,(0),--,"Editeur(s) / Développeur(s) Banpresto
Sortie France Date de sortie inconnue
Genre(s) Aventure Combat
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) DVD
Date de sortie (au Japon) 14 septembre 2006"
9353,Blade II,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,0.13,9,(4),14,"Editeur(s) / Développeur(s) Mucky Foot Activision
Sortie France 27 sept. 2002
Genre(s) Action
Classification +12 ans
Mode(s) Jouable en solo
Support(s) CD DVD
Langue de la version disponible en France Voix en anglais Textes en anglais"
9354,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,--,(1),20,
9355,Baseball Advance,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13,--,(0),--,"Editeur(s) / Développeur(s) Acclaim
Sortie France Date de sortie inconnue
Genre(s) Sport
Classification +3 ans
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 05 mars 2003"
9356,Shonen Jump's One Piece: Grand Battle,PS2,2005.0,Fighting,Atari,0.07,0.05,0.0,0.02,0.13,no_data,no_data,no_data,no_data
