Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
14527,Emily Archer and the Curse of Tutankhamun,DS,2011.0,Adventure,Mastertronic,0.0,0.03,0.0,0.0,0.03,no_data,no_data,no_data,no_data
14528,Story Hour: Adventures,Wii,2008.0,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,--,no_data,no_data,"Editeur(s) / Développeur(s) Zoo Digital
Sortie France 16 janv. 2009
Genre(s) Ludo-Educatif
Classification +3 ans
Support(s) DVD"
14529,Braid,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.01,0.03,15,(103),17.2,"Editeur(s) / Développeur(s) Number None Inc
Sortie France 10 avr. 2009
Genre(s) Réflexion Plate-Forme
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Web Site officiel
Support(s) Online
Langue de la version disponible en France Textes en français
Configuration minimale Pentium 1.4 Ghz, 768 Mo ram, Windows XP / Vista / 7"
14530,Muv-Luv Alternative: Total Eclipse,PS3,2013.0,Simulation,5pb,0.0,0.0,0.03,0.0,0.03,no_data,no_data,no_data,no_data
14531,R-Type III: The Third Lightning,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,8,no_data,no_data,"Editeur(s) / Développeur(s) Raylight Studios Zoo Digital
Sortie France 01 oct. 2004
Genre(s) Shoot'em Up
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 04 octobre 2003"
14532,Star Wars: The Force Unleashed II,PC,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,--,(9),9.2,
14533,Need for Speed (2015),PC,2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,no_data,no_data,no_data,no_data
14534,Hakuouki,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,--,(2),14,"Editeur(s) / Développeur(s) Idea Factory
Sortie France 07 mai 2014
Genre(s) Aventure Visual Novel
Thème(s) Historique Fantastique
Classification +16 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray App Store Google Play
Date de sortie (aux Etats-Unis) 06 mai 2014
Date de sortie (au Japon) 17 juin 2010
Langue de la version disponible en France Textes en anglais"
14535,"Princess Natasha: Student, Secret Agent, Princess",DS,2006.0,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,--,(1),1,"Editeur(s) / Développeur(s) Destination Software Frame Studios
Sortie France 20 avr. 2007
Genre(s) Plate-Forme
Classification +3 ans
Support(s) Cartouche"
14536,Atomic Betty,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,10,(2),19,"Editeur(s) / Développeur(s) Bandai Namco Atari
Sortie France 23 juin 2006
Genre(s) Plate-Forme Action
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) Cartouche
Langue de la version disponible en France Textes en anglais"
14537,Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,no_data,no_data,no_data,no_data
