Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
12385,Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06,15,(88),14.7,"Editeur(s) / Développeur(s) Bizarre Creations Activision
Sortie France 28 mai 2010
Genre(s) Course Action
Classification +7 ans
Nombre maximum de joueurs 4 à 20 joueurs
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français"
12386,Generator Rex: Agent of Providence,X360,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,7,(1),13,"Editeur(s) / Développeur(s) Virtuos Activision
Sortie France 04 nov. 2011
Genre(s) Action
Classification +12 ans
Mode(s) Jouable en solo
Support(s) Blu-Ray DVD Cartouche
Date de sortie (aux Etats-Unis) octobre 2011"
12387,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995.0,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06,no_data,no_data,no_data,no_data
12388,Spy Games: Elevator Mission,Wii,2007.0,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12389,Strike Force Bowling,GC,2005.0,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,--,(2),11,"Editeur(s) / Développeur(s) Codemasters
Sortie France 21 juin 2007
Genre(s) Sport
Classification +3 ans
Support(s) DVD"
12390,Song of the Deep,PS4,2016.0,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,--,(4),17,"Editeur(s) / Développeur(s) GameTrust Insomniac Games
Sortie France 12 juil. 2016
Genre(s) Aventure Action
Thème(s) Nautique
Classification +7 ans
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) PlayStation Store"
12391,Earth Defense Force 2017 Portable,PSV,2012.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,14,(21),13.7,"Editeur(s) / Développeur(s) Sandlot D3 Publisher
Sortie France 16 janv. 2013
Genre(s) Action
Classification +12 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs 2-4 joueurs en local ou en ligne
Support(s) PlayStation Store
Date de sortie (au Japon) 27 septembre 2012
Configuration minimale Des doigts d'acier"
12392,Atelier Iris 2: The Azoth Of Destiny,PS2,2005.0,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,14,(9),17.3,"Editeur(s) / Développeur(s) Gust Co. Ltd Koei
Sortie France 29 sept. 2006
Genre(s) RPG Tactique
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Web Site officiel
Support(s) DVD
Date de sortie (au Japon) 29 mai 2008
Langue de la version disponible en France Voix en anglais Textes en anglais Voix en japonais"
12393,There,PS,2002.0,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06,--,(1),15,"Editeur(s) / Développeur(s) Shocktopus Games
Sortie France 28 mars 2022
Genre(s) FPS Tower Defense
Classification +12 ans
Support(s) Oculus Store Steam
Accessoire(s) compatible(s) HTC Vive Oculus"
12394,Atari's Greatest Hits: Volume 2,DS,2011.0,Misc,Atari,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12395,Chuck E. Cheese's Playhouse,DS,2010.0,Misc,UFO Interactive,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12396,Tokimeki no Houkago,PS,1998.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,no_data,no_data,no_data,no_data
12397,Championship Surfer,PS,2000.0,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,11,(8),17.8,"Editeur(s) / Développeur(s) Mattel Interactive Kromos The Learning Company France Krome Studios
Sortie France mars 2001
Genre(s) Sport
Classification +3 ans
Web Site officiel
Support(s) CD GDROM
Langue de la version disponible en France Voix en français Textes en français"
