Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
2078,Wheel of Fortune,Wii,2010.0,Misc,THQ,0.89,0.04,0.0,0.06,1.0,--,(0),--,"Editeur(s) / Développeur(s) THQ
Sortie France Date de sortie inconnue
Genre(s) Autres
Support(s) DVD
Date de sortie (aux Etats-Unis) 02 novembre 2010"
2079,Disney Infinity,PS3,2013.0,Action,Disney Interactive Studios,0.48,0.35,0.0,0.16,1.0,--,(10),14.8,"Editeur(s) / Développeur(s) Avalanche Software Disney Interactive
Sortie France 19 sept. 2013
Genre(s) Création
Classification +7 ans
Web Site officiel
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 18 août 2013"
2080,Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0,18,(521),18,"Editeur(s) / Développeur(s) Bandai Namco From Software
Sortie France 07 oct. 2011
Genre(s) RPG Action
Thème(s) Heroic Fantasy
Classification +16 ans
Mode(s) Jouable en solo Multi en ligne Multi en coopératif Multi en compétitif
Modèle(s) économique(s) Payant à l'acquisition
Support(s) PlayStation Store Cartouche Windows Store DVD eShop Blu-Ray
Date de sortie (au Japon) 22 septembre 2011
Langue de la version disponible en France Textes en français Voix en anglais"
2081,Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.17,0.78,0.0,0.04,1.0,--,no_data,no_data,"Editeur(s) / Développeur(s) Nintendo
Sortie France 3ème trimestre 2008
Genre(s) Réflexion Compilation Puzzle-Game
Classification +3 ans
Nombre maximum de joueurs 2 joueurs
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 29 août 2008
Langue de la version disponible en France Voix en français Textes en français"
2082,Jampack Winter 2000,PS,2000.0,Misc,Sony Computer Entertainment,0.55,0.38,0.0,0.07,1.0,no_data,no_data,no_data,no_data
2083,Dead Space 3,X360,2013.0,Action,Electronic Arts,0.64,0.28,0.0,0.08,0.99,16,(231),15.5,"Editeur(s) / Développeur(s) Visceral Games Electronic Arts
Sortie France 08 févr. 2013
Genre(s) Action Survival-Horror
Thème(s) Extraterrestres Horreur
Classification +18 ans
Mode(s) Jouable en solo Multi en ligne Multi en coopératif
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Online Blu-Ray Contenu Xbox Live PlayStation Store DVD
Langue de la version disponible en France Voix en français Textes en français"
2084,Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99,16,(28),15.6,"Editeur(s) / Développeur(s) Capcom
Sortie France 08 sept. 2016
Genre(s) Aventure
Classification +7 ans
Mode(s) Jouable en solo
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Google Play App Store
Date de sortie (au Japon) 09 juin 2016"
2085,NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,--,(0),--,"Editeur(s) / Développeur(s) Microsoft
Sortie France Date de sortie inconnue
Genre(s) Sport
Nombre maximum de joueurs 4 joueurs
Support(s) DVD
Date de sortie (aux Etats-Unis) 15 novembre 2001"
2086,The Simpsons: Hit & Run,GC,2003.0,Racing,Vivendi Games,0.77,0.2,0.0,0.03,0.99,no_data,no_data,no_data,no_data
2087,Littlest Pet Shop: Winter,DS,2008.0,Simulation,Electronic Arts,0.59,0.31,0.0,0.1,0.99,8,(13),11.2,"Editeur(s) / Développeur(s) Electronic Arts
Sortie France 16 oct. 2008
Genre(s) Party-Game
Classification +3 ans
Support(s) Cartouche"
