Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
10378,Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,0.09,0.01,0.0,0.01,0.11,--,(10),13.5,"Editeur(s) / Développeur(s) Activision
Sortie France 09 févr. 2007
Genre(s) Rythme
Classification +3 ans
Support(s) Cartouche"
10379,Fight Club,XB,2004.0,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,8,(5),11.2,"Editeur(s) / Développeur(s) Genuine Games Sierra
Sortie France 26 nov. 2004
Genre(s) Combat
Classification +18 ans
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français Voix en anglais Textes en anglais"
10380,Carnage Heart,PS,1995.0,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11,--,no_data,no_data,"Editeur(s) / Développeur(s) Artdink
Sortie France 23 oct. 2013
Genre(s) Action
Classification +12 ans
Nombre maximum de joueurs 2 à 6 joueurs
Web Site officiel
Support(s) UMD
Date de sortie (au Japon) 28 octobre 2010"
10381,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,no_data,no_data,no_data,no_data
10382,Kamen Rider: Climax Heroes,PS2,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,--,(0),--,"Editeur(s) / Développeur(s) Bandai Namco
Sortie France Date de sortie inconnue
Genre(s) Combat
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) DVD
Date de sortie (au Japon) 06 août 2009"
10383,Robotics;Notes,PS3,2012.0,Adventure,5pb,0.0,0.0,0.11,0.0,0.11,--,no_data,no_data,"Editeur(s) / Développeur(s) MAGES. Inc. Spike Chunsoft Co
Sortie France 28 juin 2012
Genre(s) Visual Novel
Thème(s) Science-Fiction
Date de sortie (au Japon) 22 novembre 2018"
10384,Disney Channel Collection Vol. 1,GBA,2004.0,Misc,,0.08,0.03,0.0,0.0,0.11,no_data,no_data,no_data,no_data
10385,Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11,--,(1),13,"Editeur(s) / Développeur(s) SG Diffusion
Sortie France 30 oct. 2002
Genre(s) Course
Support(s) DVD"
10386,Virtual Hydlide,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,--,(23),8.1,"Editeur(s) / Développeur(s) Sega
Sortie France 29 déc. 1995
Genre(s) RPG
Support(s) CD"
10387,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006.0,Misc,Activision,0.1,0.0,0.0,0.01,0.11,14,(8),15.6,"Editeur(s) / Développeur(s) Left Field Activision
Sortie France 15 févr. 2007
Genre(s) Réflexion
Classification +12 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs jusqu'à 9 joueurs (online en réseau)
Support(s) UMD"
10388,Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,--,(0),--,"Editeur(s) / Développeur(s) Bandai Namco
Sortie France Date de sortie inconnue
Genre(s) RPG Tactique
Support(s) Cartouche
Date de sortie (au Japon) 2014"
10389,Karaoke Revolution,PS3,2009.0,Misc,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,--,no_data,no_data,"Editeur(s) / Développeur(s) Konami
Sortie France 11 févr. 2010
Genre(s) Rythme
Classification +12 ans
Nombre maximum de joueurs 2 à 16 joueurs
Web Site officiel
Support(s) Blu-Ray
Langue de la version disponible en France Textes en français Voix en anglais"
10390,Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11,13,(28),16.7,"Editeur(s) / Développeur(s) Koei Tecmo Koei OMEGA Force
Sortie France 06 avr. 2012
Genre(s) Beat'em All Action
Thème(s) Fantastique
Classification +12 ans
Mode(s) Jouable en solo Multi sur le même écran Multi en local Multi en ligne
Modèle(s) économique(s) Payant à l'acquisition
Support(s) New Game Media Blu-Ray DVD
Date de sortie (aux Etats-Unis) 20 mars 2012
Date de sortie (au Japon) 22 décembre 2011
Langue de la version disponible en France Textes en anglais Voix en japonais"
10391,The Bachelor: The Videogame,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,no_data,no_data,no_data,no_data
10392,Space Invaders,GBA,2002.0,Shooter,Activision,0.08,0.03,0.0,0.0,0.11,13,(5),15,"Editeur(s) / Développeur(s) Taito Activision
Sortie France avr. 2002
Genre(s) Shoot'em Up
Classification +3 ans
Nombre maximum de joueurs 2 joueurs
Support(s) Cartouche
Langue de la version disponible en France Voix en français Textes en français"
10393,BlazBlue: Chrono Phantasma,PSV,2014.0,Fighting,Arc System Works,0.06,0.0,0.03,0.02,0.11,15,(1),20,"Editeur(s) / Développeur(s) Arc System Works
Sortie France 04 nov. 2016
Genre(s) Course Combat
Classification +12 ans
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 2016
Date de sortie (au Japon) 06 octobre 2016"
10394,Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,--,(2),17.5,"Editeur(s) / Développeur(s) Bandai
Sortie France 05 juil. 2002
Genre(s) Jeu de cartes
Nombre maximum de joueurs 2 joueurs
Support(s) CD
Date de sortie (aux Etats-Unis) 28 juin 2001
Date de sortie (au Japon) 21 décembre 2000
Langue de la version disponible en France Textes en français"
10395,Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,16,(4),15,"Editeur(s) / Développeur(s) Koei Tecmo
Sortie France 24 mars 2017
Genre(s) Beat'em All
Thème(s) Mythologie Monstres Asie
Mode(s) Multi en coopératif
Support(s) CD
Date de sortie (au Japon) 28 juillet 2016"
10396,Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,Xseed Games,0.04,0.01,0.04,0.02,0.11,--,(1),15,"Editeur(s) / Développeur(s) D3 Publisher Xseed Games
Sortie France 08 déc. 2015
Genre(s) Action Shooter TPS
Thème(s) Extraterrestres Futuriste
Support(s) UMD"
