Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,15,(1),18,"Editeur(s) / Développeur(s) Koei Tecmo
Sortie France 28 oct. 2016
Genre(s) Stratégie
Thème(s) Historique
Classification +12 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition"
13490,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001.0,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04,no_data,no_data,no_data,no_data
13491,Front Mission,DS,2007.0,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,--,(0),--,"Editeur(s) / Développeur(s) Square Enix
Sortie France Date de sortie inconnue
Genre(s) RPG Tactique
Web Site officiel
Support(s) Cartouche"
13492,Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,0.02,0.02,0.0,0.0,0.04,14,(1),18,"Editeur(s) / Développeur(s) Deep Silver Techland
Sortie France 31 mai 2016
Genre(s) FPS Action
Thème(s) Zombies
Mode(s) Jouable en solo Multi en coopératif
Modèle(s) économique(s) Payant à l'acquisition"
13493,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008.0,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,no_data,no_data,no_data,no_data
13494,Rugby Challenge 3,PS3,2016.0,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,12,no_data,no_data,"Editeur(s) / Développeur(s) Tru Blu Entertainment
Sortie France 24 juin 2016
Genre(s) Sport
Thème(s) Rugby
Support(s) Blu-Ray"
13495,Boktai 2: Solar Boy Django,GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,16,(17),18.2,"Editeur(s) / Développeur(s) Konami
Sortie France 09 juin 2005
Genre(s) RPG Action
Classification +3 ans
Nombre maximum de joueurs 2 à 4 joueurs
Support(s) Cartouche
Langue de la version disponible en France Voix en français Textes en français"
13496,Praetorians,PC,2003.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,16,(65),17.1,"Editeur(s) / Développeur(s) Pyro Studios Eidos Interactive
Sortie France 28 févr. 2003
Genre(s) Stratégie
Classification +12 ans
Nombre maximum de joueurs Oui
Support(s) CD
Langue de la version disponible en France Voix en français Textes en français
Configuration minimale P3 500 Mhz, 128 Mo de Ram, carte 3D 16 Mo
Configuration conseillée P3 800 Mhz, 256 Mo Ram, carte 32 Mo"
13497,Candace Kane's Candy Factory,DS,2008.0,Action,Destineer,0.04,0.0,0.0,0.0,0.04,no_data,no_data,no_data,no_data
13498,Nobunaga's Ambition (3DS),3DS,2013.0,Simulation,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,--,(0),--,"Editeur(s) / Développeur(s) Tecmo Koei
Sortie France Date de sortie inconnue
Genre(s) Wargame Stratégie
Support(s) Cartouche
Date de sortie (au Japon) septembre 2013
Langue de la version disponible en France Textes en japonais"
